240508_중소벤처기업_수출_성장과_해외진출_확실하게_이끈다(글로벌성장정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050221&parentSeq=1050221
240507_탄소국경조정제도(CBAM)_대응_인프라구축_지원사업_참여기업_2차_모집개시(디지털혁신과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050196&parentSeq=1050196
240507_중기부-외교부_간_협력으로_유망_스타트업의_글로벌_진출_지평을_연다!(신산업기술창업과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050194&parentSeq=1050194
240503살맛나는_행복쇼핑!_‘5월_동행축제’에_전국_2,325개_백년소상공인이_함께해요지역상권과-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050197&parentSeq=1050197
240503_소공인의_스마트화를_지원합니다(지역상권과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050195&parentSeq=1050195
240502_중기부,_해외바이어_수출계약_전과정_밀착_지원한다(글로벌성장정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050112&parentSeq=1050112
240501_5월_동행축제,_부산에서_올해_첫_개막행사_개최(내수활성화추진단)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050072&parentSeq=1050072
240502_해외규격인증획득지원사업_일반트랙_2차_참여기업_모집_실시(글로벌성장정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050071&parentSeq=1050071
240501_소상공인의_사회·경제적_위상을_높인_유공자를_찾습니다(소상공인정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050064&parentSeq=1050064
240430_제13차_규제자유특구위원회_개최(특구정책과,_특구운영과)_재수정-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050039&parentSeq=1050039
240430_민관이_함께_청년_소상공인을_위해_힘_합쳐_(기업금융과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050038&parentSeq=1050038
240501_협업을_통해_함께_성장할_소상공인_협동조합_85개사_선정(지역상권과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1050036&parentSeq=1050036
240430_미래_대응전략_마련을_위한_전략기획관_신설(재정행정담당관)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049987&parentSeq=1049987
240429_5월_동행축제,_동행제품_찜하기만_해도_‘대박_경품’_와르르(디지털소통팀)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049984&parentSeq=1049984
240429_오기웅_차관,_베트남_호치민공산청년단_제1서기와_청년창업_정책_및_교류_협력방안_논의(청년정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049983&parentSeq=1049983
240429_수출바우처_및_글로벌강소기업_1000+프로젝트_참여기업_선정(글로벌성장정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049982&parentSeq=1049982
240429_세대를_아우르는_모범_기업,_명문장수기업을_찾습니다(기업환경정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049981&parentSeq=1049981
240429_중소기업이_새롭게_도약합니다!_｢중소기업_도약_전략｣_발표-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049978&parentSeq=1049978
240427_동행축제,_카드사와_손잡고_혜택을_보다_풍성하게(내수활성화추진단)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049977&parentSeq=1049977
240426_「중소벤처_기술개발(R&D)_미래전략_방향」_청사진_나왔다(기술혁신정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049976&parentSeq=1049976
240426_신규_엔젤투자허브,_경북에_구축한다(투자관리감독과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049975&parentSeq=1049975
240425_힘쎄게_도약하는_서천특화시장의_새출발,_화재로_중단됐던_서천특화시장_임시시장_개장(전통시장과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049974&parentSeq=1049974
240425_살맛나는_행복쇼핑!_‘5월_동행축제’_28일간_할인판매전_열어(내수활성화추진단)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049973&parentSeq=1049973
240425_오영주_장관,_소상공인_디지털_전환_주제로_제4차_｢소상공인_우문현답_정책협의회｣_개최(디지털소상공인과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049972&parentSeq=1049972
240429_물을_거의_안쓰는데도_일반공장보다_3배나_되는_오수처리시설이_필요하다구요(규제개혁법무담당관)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049965&parentSeq=1049965
240424_중소벤처기업부와_재외공관,_중소·벤처기업의_든든한_국제적(글로벌)_동반자(파트너)로_나선다(국제통상협력과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049892&parentSeq=1049892
240424_민간_중심_벤처투자_플랫폼,_“스타트업_코리아_펀드”_출범(벤처투자과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049868&parentSeq=1049868
240423_오영주_장관,_베트남_하이퐁시_당서기와_중소스타트업_분야_등_협력_강화_방안_논의(국제통상협력과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049835&parentSeq=1049835
240422_중소기업제품_2023년_공공구매액_127조원_달성(판로정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049834&parentSeq=1049834
240424_중소벤처기업부,_국내_모든_위탁생산(파운드리)_업체와_손잡고_반도체설계전문기업(팹리스)_육성한다,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049833&parentSeq=1049833
240422_「중소기업_금융_애로점검_협의체」_1차_회의_개최(기업금융과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049806&parentSeq=1049806
240422_중소기업_기술분쟁조정·중재위원회_전국_모든_지방법원과_조정연계_협약_체결_완료(기술보호과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049805&parentSeq=1049805
240419_“전국을_넘어_해외까지_알릴게요”_동행축제_응원단(서포터즈)_발대식_개최(내수활성화추진단)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049804&parentSeq=1049804
240418_중소벤처기업부,_경찰청과_손잡고_치안_분야_중소기업_집중적으로_육성한다(기술혁신정책과)-중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/View.do?cbIdx=86&bcIdx=1049803&parentSeq=1049803
